# File name: C_glabrata_CBS138_S_cerevisiae_orthologs.txt
# Organism: Candida glabrata CBS138
# Genome version: s02-m07-r41
# Date created: Wed Aug 21 10:26:53 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
CAGL0J11286g		CAL0133448	YNL182C	IPI3	S000005126
CAGL0G00176g	ERV29	CAL0130767	YGR284C	ERV29	S000003516
CAGL0D04818g		CAL0128151	YPR133C	SPN1	S000006337
CAGL0I06028g		CAL0129995	YJL149W	DAS1	S000003685
CAGL0F04829g		CAL0131036	YPR154W	PIN3	S000006358
CAGL0F06149g		CAL0131030	YMR048W	CSM3	S000004651
CAGL0L07282g		CAL0135540	YDL099W	BUG1	S000002257
CAGL0F05643g		CAL0129272	YDR190C	RVB1	S000002598
CAGL0F03553g	DAP1	CAL0131394	YPL170W	DAP1	S000006091
CAGL0K11319g		CAL0134025	YDR249C	YDR249C	S000002657
CAGL0A00847g		CAL0126759	YLR316C	TAD3	S000004308
CAGL0L11594g		CAL0135814	YOR119C	RIO1	S000005645
CAGL0L10230g		CAL0134976	YOR057W	SGT1	S000005583
CAGL0F08415g		CAL0131008	YGR262C	BUD32	S000003494
CAGL0L04114g		CAL0135654	YNL124W	NAF1	S000005068
CAGL0H05093g		CAL0130319	YLR384C	IKI3	S000004376
CAGL0H10054g		CAL0131516	YBR053C	YBR053C	S000000257
CAGL0K07458g		CAL0133905	YKL126W	YPK1	S000001609
CAGL0G02585g	LYS12	CAL0129569	YIL094C	LYS12	S000001356
CAGL0F03465g		CAL0131072	YMR275C	BUL1	S000004888
CAGL0F01287g	GAS5	CAL0129998	YOL030W	GAS5	S000005390
CAGL0K12276g	PHO88	CAL0134391	YBR106W	PHO88	S000000310
CAGL0D03696g		CAL0128255	YMR178W	YMR178W	S000004790
CAGL0E05390g	ALA1	CAL0128942	YOR335C	ALA1	S000005862
CAGL0B04037g		CAL0127078	YJR017C	ESS1	S000003778
CAGL0D02018g		CAL0128169	YKL138C-A	HSK3	S000028421
CAGL0L06798g		CAL0135900	YDL078C	MDH3	S000002236
CAGL0G02255g		CAL0137561	YKR084C	HBS1	S000001792
CAGL0I04972g		CAL0132642	YER092W	IES5	S000000894
CAGL0G04961g		CAL0130769	YLR364W	GRX8	S000004356
CAGL0I00968g		CAL0129945	YOR038C	HIR2	S000005564
CAGL0H02871g		CAL0129457	YJL071W	ARG2	S000003607
CAGL0L03223g		CAL0135020	YKR037C	SPC34	S000001745
CAGL0F04587g		CAL0129465	YBL046W	PSY4	S000000142
CAGL0I09768g		CAL0132366	YOR308C	SNU66	S000005835
CAGL0M02211g	PEP4	CAL0137063	YPL154C	PEP4	S000006075
CAGL0K02321g		CAL0134779	YPR023C	EAF3	S000006227
CAGL0L08844g		CAL0136034	YPL008W	CHL1	S000005929
CAGL0I05170g	CST6	CAL0132168	YIL036W	CST6	S000001298
CAGL0J07832g		CAL0133618	YNL252C	MRPL17	S000005196
CAGL0L00781g	MET30	CAL0135308	YIL046W	MET30	S000001308
CAGL0H08624g	MCM16	CAL0131828	YPR046W	MCM16	S000006250
CAGL0F03443g		CAL0129193	YMR274C	RCE1	S000004887
CAGL0C01507g		CAL0127544	YPL179W	PPQ1	S000006100
CAGL0M09999g		CAL0137241	YBR140C	IRA1	S000000344
CAGL0K08228g		CAL0134921	YKR051W	YKR051W	S000001759
CAGL0M12815g		CAL0136903	YIL073C	SPO22	S000001335
CAGL0J07304g		CAL0132844	YNL223W	ATG4	S000005167
CAGL0L10626g		CAL0135628	YMR198W	CIK1	S000004811
CAGL0F02761g		CAL0129396	YDR408C	ADE8	S000002816
CAGL0D03036g		CAL0128441	YJR001W	AVT1	S000003761
CAGL0K00495g		CAL0134097	YKL204W	EAP1	S000001687
CAGL0C04136g		CAL0127348	YBR009C	HHF1	S000000213
CAGL0H05005g		CAL0131440	YLR380W	CSR1	S000004372
CAGL0H06479g	REH1	CAL0131784	YLR387C	REH1	S000004379
CAGL0A00517g		CAL0126587	YGL006W	PMC1	S000002974
CAGL0G02101g	ECM4	CAL0137757	YKR076W	ECM4	S000001784
CAGL0B01353g	SPT20	CAL0127866	YOL148C	SPT20	S000005508
CAGL0I08525g		CAL0132398	YPR168W	NUT2	S000006372
CAGL0L12254g		CAL0135888	YLR089C	ALT1	S000004079
CAGL0M10109g		CAL0136297	YKL090W	CUE2	S000001573
CAGL0I07733g	MSH2	CAL0130205	YOL090W	MSH2	S000005450
CAGL0D00330g	HYM1	CAL0128395	YKL189W	HYM1	S000001672
CAGL0D03190g	MEU1	CAL0127959	YLR017W	MEU1	S000004007
CAGL0E03520g		CAL0128882	YLR312W-A	MRPL15	S000004304
CAGL0K04213g		CAL0134703	YGR042W	YGR042W	S000003274
CAGL0H09746g		CAL0131854	YER005W	YND1	S000000807
CAGL0A04257g		CAL0126879	YBL054W	TOD6	S000000150
CAGL0L04818g		CAL0135982	YGR117C	YGR117C	S000003349
CAGL0L12694g		CAL0135978	YPL045W	VPS16	S000005966
CAGL0M12683g		CAL0137499	YIL067C	YIL067C	S000001329
CAGL0L12584g		CAL0135878	YPL039W	YPL039W	S000005960
CAGL0G07755g		CAL0130707	YGR099W	TEL2	S000003331
CAGL0I08415g		CAL0130304	YPR164W	MMS1	S000006368
CAGL0M03091g		CAL0137473	YJL087C	TRL1	S000003623
CAGL0I01100g	GCY1	CAL0132054	YOR120W	GCY1	S000005646
CAGL0G06468g		CAL0130165	YNL095C	YNL095C	S000005039
CAGL0L00627g		CAL0135152	YAL056W	GPB2	S000000052
CAGL0H00264g		CAL0131592	YLR457C	NBP1	S000004449
CAGL0L01155g		CAL0135474	YEL048C	TCA17	S000000774
CAGL0C04543g		CAL0127260	YJR096W	YJR096W	S000003857
CAGL0H03707g		CAL0131704	YNL007C	SIS1	S000004952
CAGL0G09779g		CAL0130213	YOR179C	SYC1	S000005705
CAGL0E01969g		CAL0128924	YOL122C	SMF1	S000005482
CAGL0L09801g	RAM2	CAL0135992	YKL019W	RAM2	S000001502
CAGL0H09196g	VRG4	CAL0129728	YGL225W	VRG4	S000003193
CAGL0J00473g		CAL0133592	YHR052W	CIC1	S000001094
CAGL0E00693g		CAL0128946	YDR176W	NGG1	S000002583
CAGL0J10692g		CAL0133396	YHR076W	PTC7	S000001118
CAGL0K06875g		CAL0133853	YBR223C	TDP1	S000000427
CAGL0M12320g		CAL0136221	YAL053W	FLC2	S000000049
CAGL0M07920g	PDC	CAL0137069	YLR044C	PDC1	S000004034
CAGL0C01991g		CAL0127192	YFR046C	CNN1	S000001942
CAGL0A02046g		CAL0126545	YOR018W	ROD1	S000005544
CAGL0I03784g		CAL0132524	YDL142C	CRD1	S000002301
CAGL0L01793g		CAL0135844	YKL042W	SPC42	S000001525
CAGL0I09658g		CAL0132234	YOR304C-A	BIL1	S000005830
CAGL0G02893g		CAL0130693	YPL188W	POS5	S000006109
CAGL0M10571g		CAL0136599	YNR019W	ARE2	S000005302
CAGL0E00495g		CAL0128686	YCR090C	YCR090C	S000000686
CAGL0I04686g		CAL0132562	YBR039W	ATP3	S000000243
CAGL0F06809g		CAL0131296	YIR026C	YVH1	S000001465
CAGL0B00484g		CAL0127852	YCL054W	SPB1	S000000559
CAGL0I01848g		CAL0132186	YHR149C	SKG6	S000001192
CAGL0B04917g		CAL0127108	YLR174W	IDP2	S000004164
CAGL0K12188g		CAL0133991	YBR103W	SIF2	S000000307
CAGL0I03168g		CAL0132174	YEL023C	YEL023C	S000000749
CAGL0I09042g		CAL0132682	YFR027W	ECO1	S000001923
CAGL0D03344g		CAL0128059	YLR024C	UBR2	S000004014
CAGL0M04169g	KRE1	CAL0137067	YNL322C	KRE1	S000005266
CAGL0D04466g		CAL0128289	YDR013W	PSF1	S000002420
CAGL0J02420g		CAL0133374	YIL021W	RPB3	S000001283
CAGL0C05533g		CAL0127236	YDL237W	AIM6	S000002396
CAGL0L02717g		CAL0135424	YOR215C	AIM41	S000005741
CAGL0J11044g		CAL0132964	YDR307W	PMT7	S000002715
CAGL0B03487g	TEF3	CAL0127772	YLR249W	YEF3	S000004239
CAGL0K09548g		CAL0134813	YOR149C	SMP3	S000005675
CAGL0K08316g	RHO4	CAL0134895	YKR055W	RHO4	S000001763
CAGL0K00693g		CAL0134583	YJL187C	SWE1	S000003723
CAGL0M07205g		CAL0137053	YHR195W	NVJ1	S000001238
CAGL0G08294g		CAL0129289	YLR243W	GPN3	S000004233
CAGL0H07403g	KRE2	CAL0131738	YDR483W	KRE2	S000002891
CAGL0C02343g	ARB1	CAL0127360	YER036C	ARB1	S000000838
CAGL0B00770g	AUT4	CAL0127816	YCL038C	ATG22	S000000543
CAGL0I09460g		CAL0132546	YBR272C	HSM3	S000000476
CAGL0F04125g		CAL0131338	YBL029W	YBL029W	S000000125
CAGL0F00429g		CAL0131098	YJR069C	HAM1	S000003830
CAGL0G06732g		CAL0130739	YOR108W	LEU9	S000005634
CAGL0G08910g		CAL0129345	YIL134W	FLX1	S000001396
CAGL0M11572g		CAL0137141	YLR104W	LCL2	S000004094
CAGL0C02783g		CAL0127204	YHL022C	SPO11	S000001014
CAGL0L12232g		CAL0134980	YLR088W	GAA1	S000004078
CAGL0G08360g	VPS34	CAL0137717	YLR240W	VPS34	S000004230
CAGL0L01419g		CAL0135264	YEL031W	SPF1	S000000757
CAGL0L06116g		CAL0136156	YGL185C	YGL185C	S000003153
CAGL0G00418g		CAL0137657	YGR274C	TAF1	S000003506
CAGL0L07150g		CAL0136070	YDL092W	SRP14	S000002250
CAGL0F02783g		CAL0130942	YDR409W	SIZ1	S000002817
CAGL0H07293g		CAL0132048	YDR314C	RAD34	S000002722
CAGL0E02695g	LIG4	CAL0129066	YOR005C	DNL4	S000005531
CAGL0H09152g		CAL0130128	YKL198C	PTK1	S000001681
CAGL0K03157g	DUR31	CAL0133933	YHL016C	DUR3	S000001008
CAGL0G06116g		CAL0130129	YHR134W	WSS1	S000001176
CAGL0A01958g		CAL0126665	YOL022C	TSR4	S000005382
CAGL0E03718g	SNF6	CAL0129010	YHL025W	SNF6	S000001017
CAGL0J06116g		CAL0132912	YNL164C	IBD2	S000005108
CAGL0M09636g		CAL0137295	YMR156C	TPP1	S000004765
CAGL0M01232g		CAL0136675	YDR333C	RQC1	S000002741
CAGL0K11902g		CAL0133903	YDR034C	LYS14	S000002441
CAGL0L10164g		CAL0135444	YOR051C	ETT1	S000005577
CAGL0L09713g	ATP7	CAL0135032	YKL016C	ATP7	S000001499
CAGL0L10802g		CAL0135060	YCR045C	RRT12	S000000641
CAGL0F03971g		CAL0130866	YMR219W	ESC1	S000004832
CAGL0A02651g		CAL0126553	YDR359C	EAF1	S000002767
CAGL0G03795g	SSA1	CAL0130109	YLL024C	SSA2	S000003947
CAGL0G04147g		CAL0130675	YDR305C	HNT2	S000002713
CAGL0H01551g		CAL0131874	YDR531W	CAB1	S000002939
CAGL0K03905g		CAL0134759	YMR133W	REC114	S000004740
CAGL0B01463g		CAL0127914	YOL142W	RRP40	S000005502
CAGL0M13695g		CAL0137025	YMR299C	DYN3	S000004914
CAGL0I07117g		CAL0132694	YOR143C	THI80	S000005669
CAGL0F03773g		CAL0130914	YMR212C	EFR3	S000004825
CAGL0H10340g		CAL0130410	YDL109C	YDL109C	S000002267
CAGL0L08294g		CAL0135744	YIL140W	AXL2	S000001402
CAGL0K12914g		CAL0134303	YFL048C	EMP47	S000001846
CAGL0J02310g		CAL0133310	YIL016W	SNL1	S000001278
CAGL0M03883g		CAL0136957	YNL306W	MRPS18	S000005250
CAGL0M10890g		CAL0137485	YNR032W	PPG1	S000005315
CAGL0J07766g		CAL0133362	YNL248C	RPA49	S000005192
CAGL0M08250g		CAL0136997	YKL175W	ZRT3	S000001658
CAGL0H09658g		CAL0131442	YER009W	NTF2	S000000811
CAGL0I09900g		CAL0129627	YOR319W	HSH49	S000005846
CAGL0I00440g		CAL0132630	YGL054C	ERV14	S000003022
CAGL0H02475g		CAL0129647	YMR257C	PET111	S000004870
CAGL0A01193g		CAL0126533	YPL267W	ACM1	S000006188
CAGL0H00781g		CAL0131656	YPL247C	YPL247C	S000006168
CAGL0B00638g		CAL0127726	YCL047C	POF1	S000000552
CAGL0M12122g		CAL0136391	YAL036C	RBG1	S000000034
CAGL0M06501g		CAL0137399	YBR189W	RPS9B	S000000393
CAGL0C04411g		CAL0127584	YBL003C	HTA2	S000000099
CAGL0I03542g		CAL0132616	YDL156W	CMR1	S000002315
CAGL0M13805g	MP65	CAL0137403	YMR305C	SCW10	S000004921
CAGL0I00638g		CAL0132260	YLR290C	YLR290C	S000004281
CAGL0M12859g		CAL0136353	YIL075C	RPN2	S000001337
CAGL0J01265g		CAL0129832	YMR093W	UTP15	S000004699
CAGL0C02651g		CAL0127364	YLR393W	ATP10	S000004385
CAGL0J10802g		CAL0132862	YHR072W-A	NOP10	S000007455
CAGL0J08866g		CAL0133102	YLR211C	ATG38	S000004201
CAGL0A00891g		CAL0126915	YLR319C	BUD6	S000004311
CAGL0L02233g		CAL0135316	YKR006C	MRPL13	S000001714
CAGL0E01595g		CAL0129114	YOL132W	GAS4	S000005492
CAGL0D02288g		CAL0128337	YOR353C	SOG2	S000005880
CAGL0F00979g		CAL0131104	YOL043C	NTG2	S000005403
CAGL0M00770g	SIR3	CAL0137161	YLR442C	SIR3	S000004434
CAGL0J11880g		CAL0132986	YEL051W	VMA8	S000000777
CAGL0H04851g		CAL0130262	YML016C	PPZ1	S000004478
CAGL0G03619g		CAL0129965	YER119C	AVT6	S000000921
CAGL0A00913g		CAL0126773	YLR320W	MMS22	S000004312
CAGL0L02189g		CAL0135258	YKR008W	RSC4	S000001716
CAGL0M11550g		CAL0137255	YLR103C	CDC45	S000004093
CAGL0E01133g	HOM2	CAL0128908	YDR158W	HOM2	S000002565
CAGL0J06160g		CAL0132842	YNL166C	BNI5	S000005110
CAGL0C02585g		CAL0127412	YLR397C	AFG2	S000004389
CAGL0M05621g		CAL0137251	YBR161W	CSH1	S000000365
CAGL0H00803g		CAL0131506	YPL246C	RBD2	S000006167
CAGL0I03872g		CAL0132640	YDL138W	RGT2	S000002297
CAGL0D06402g	MET15	CAL0128485	YLR303W	MET17	S000004294
CAGL0F08063g		CAL0131216	YGR241C	YAP1802	S000003473
CAGL0H07975g		CAL0129821	YDL051W	LHP1	S000002209
CAGL0K12298g		CAL0133847	YBR107C	IML3	S000000311
CAGL0F07315g		CAL0131404	YGL115W	SNF4	S000003083
CAGL0G08250g		CAL0130588	YLR244C	MAP1	S000004234
CAGL0K10626g		CAL0134357	YFR015C	GSY1	S000001911
CAGL0M01430g		CAL0137177	YDR324C	UTP4	S000002732
CAGL0I06809g		CAL0130101	YER142C	MAG1	S000000944
CAGL0B01188g		CAL0127740	YLR183C	TOS4	S000004173
CAGL0B00308g		CAL0127070	YCL063W	VAC17	S000000568
CAGL0E05742g		CAL0129138	YPL210C	SRP72	S000006131
CAGL0F05071g		CAL0131234	YLR284C	ECI1	S000004274
CAGL0I05302g		CAL0132182	YIL026C	IRR1	S000001288
CAGL0I09834g		CAL0132574	YOR313C	SPS4	S000005840
CAGL0K11418g	ADK1	CAL0134425	YDR226W	ADK1	S000002634
CAGL0A00209g		CAL0126795	YGL022W	STT3	S000002990
CAGL0A00429g	ERG4	CAL0126621	YGL012W	ERG4	S000002980
CAGL0E04312g		CAL0128556	YHR006W	STP2	S000001048
CAGL0C01903g		CAL0127292	YBL084C	CDC27	S000000180
CAGL0L05962g		CAL0135090	YGL178W	MPT5	S000003146
CAGL0J04642g		CAL0133594	YLR422W	YLR422W	S000004414
CAGL0G05313g		CAL0130251	YDR072C	IPT1	S000002479
CAGL0F05885g		CAL0131070	YMR032W	HOF1	S000004635
CAGL0H06413g	SSR1	CAL0131444	YLR390W-A	CCW14	S000006429
CAGL0K07755g		CAL0134809	YBR111W-A	SUS1	S000028510
CAGL0G09251g		CAL0129783	YPL191C	YPL191C	S000006112
CAGL0M00660g		CAL0136767	YLR447C	VMA6	S000004439
CAGL0C03894g		CAL0127478	YIL014W	MNT3	S000001276
CAGL0J03630g		CAL0132976	YCR063W	BUD31	S000000659
CAGL0E01947g		CAL0128968	YOL123W	HRP1	S000005483
CAGL0A03190g		CAL0126829	YDR383C	NKP1	S000002791
CAGL0K09988g		CAL0134729	YDR084C	TVP23	S000002491
CAGL0K07392g		CAL0134217	YMR243C	ZRC1	S000004856
CAGL0J07942g		CAL0132962	YNL257C	SIP3	S000005201
CAGL0K04521g		CAL0134135	YGR062C	COX18	S000003294
CAGL0K01705g		CAL0134407	YDL021W	GPM2	S000002179
CAGL0L01903g	RGT1	CAL0135076	YKL038W	RGT1	S000001521
CAGL0K05093g		CAL0134383	YPR024W	YME1	S000006228
CAGL0M07117g		CAL0136977	YHR191C	CTF8	S000001234
CAGL0G06930g		CAL0130655	YGR188C	BUB1	S000003420
CAGL0I05016g	TRP2	CAL0132266	YER090W	TRP2	S000000892
CAGL0E01001g		CAL0128562	YDR164C	SEC1	S000002571
CAGL0M01980g		CAL0137003	YPL164C	MLH3	S000006085
CAGL0K09086g		CAL0134843	YOR250C	CLP1	S000005776
CAGL0J01199g		CAL0133312	YMR098C	ATP25	S000004704
CAGL0M06853g		CAL0136501	YNL026W	SAM50	S000004971
CAGL0K12694g	ACT1	CAL0134579	YFL039C	ACT1	S000001855
CAGL0L00341g		CAL0135574	YKL172W	EBP2	S000001655
CAGL0C02981g		CAL0127186	YCR048W	ARE1	S000000644
CAGL0D04356g		CAL0128529	YDR019C	GCV1	S000002426
CAGL0K03861g		CAL0134563	YMR131C	RRB1	S000004738
CAGL0I10747g		CAL0129841	YGR121C	MEP1	S000003353
CAGL0G05049g		CAL0130366	YDR063W	AIM7	S000002470
CAGL0M03245g		CAL0136543	YEL020C	YEL020C	S000000746
CAGL0M00396g		CAL0136919	YJR136C	TTI2	S000003897
CAGL0I00792g		CAL0132732	YMR143W	RPS16A	S000004751
CAGL0E04774g		CAL0128890	YDR222W	YDR222W	S000002630
CAGL0F04499g		CAL0129568	YBL042C	FUI1	S000000138
CAGL0G04917g		CAL0130147	YLR369W	SSQ1	S000004361
CAGL0G06094g		CAL0137767	YHR132W-A	IGO2	S000007496
CAGL0M01826g	ECM33	CAL0137351	YBR078W	ECM33	S000000282
CAGL0L11704g		CAL0134974	YER161C	SPT2	S000000963
CAGL0M09108g		CAL0137057	YJR091C	JSN1	S000003851
CAGL0K10978g		CAL0134839	YDR234W	LYS4	S000002642
CAGL0J03058g	ICL1	CAL0133590	YER065C	ICL1	S000000867
CAGL0B02255g		CAL0127930	YGR215W	RSM27	S000003447
CAGL0L04862g		CAL0136148	YGR119C	NUP57	S000003351
CAGL0F06655g		CAL0130860	YMR068W	AVO2	S000004672
CAGL0H06743g		CAL0131880	YIL157C	COA1	S000001419
CAGL0I03630g		CAL0132728	YDL150W	RPC53	S000002309
CAGL0K10824g		CAL0134687	YLR149C	YLR149C	S000004139
CAGL0M00506g		CAL0137277	YJR132W	NMD5	S000003893
CAGL0I06050g	INO1	CAL0129696	YJL153C	INO1	S000003689
CAGL0I05852g		CAL0132068	YPL256C	CLN2	S000006177
CAGL0M05269g		CAL0136219	YBR194W	AIM4	S000000398
CAGL0I10516g		CAL0129608	YGR130C	YGR130C	S000003362
CAGL0C02123g		CAL0127216	YFR041C	ERJ5	S000001937
CAGL0I05566g		CAL0132090	YNR017W	TIM23	S000005300
CAGL0M03817g		CAL0137147	YNL304W	YPT11	S000005248
CAGL0H10560g		CAL0131834	YDL121C	YDL121C	S000002279
CAGL0B00726g		CAL0127806	YCL040W	GLK1	S000000545
CAGL0I05742g		CAL0130035	YNR010W	CSE2	S000005293
CAGL0B03179g		CAL0127062	YKR010C	TOF2	S000001718
CAGL0M10483g		CAL0136765	YDL001W	RMD1	S000002159
CAGL0M05731g		CAL0137195	YGL065C	ALG2	S000003033
CAGL0M09361g		CAL0136549	YBL105C	PKC1	S000000201
CAGL0H03135g	MFalpha	CAL0131914	YGL089C	MF(ALPHA)2	S000003057
CAGL0J00253g		CAL0133428	YGR023W	MTL1	S000003255
CAGL0L10560g	PDR13	CAL0136038	YHR064C	SSZ1	S000001106
CAGL0L08756g		CAL0135914	YPL012W	RRP12	S000005933
CAGL0J09702g		CAL0133386	YDL203C	ACK1	S000002362
CAGL0M12617g		CAL0137131	YIL063C	YRB2	S000001325
CAGL0E04488g		CAL0128898	YOR023C	AHC1	S000005549
CAGL0K04103g		CAL0133777	YGR036C	CAX4	S000003268
CAGL0A01738g		CAL0126785	YGL038C	OCH1	S000003006
CAGL0G10131g		CAL0130835	YPR191W	QCR2	S000006395
CAGL0K08074g		CAL0133901	YPR094W	RDS3	S000006298
CAGL0M10131g	MIF2	CAL0137407	YKL089W	MIF2	S000001572
CAGL0I02310g		CAL0132476	YHR167W	THP2	S000001210
CAGL0E05522g		CAL0128916	YOR342C	YOR342C	S000005869
CAGL0C04565g		CAL0127468	YJR097W	JJJ3	S000003858
CAGL0G02717g		CAL0129476	YIL099W	SGA1	S000001361
CAGL0D04834g		CAL0127997	YPR133W-A	TOM5	S000006433
CAGL0G06952g	PHM3	CAL0129774	YJL012C	VTC4	S000003549
CAGL0F06985g		CAL0129929	YGL060W	YBP2	S000003028
CAGL0M11594g		CAL0136815	YLR105C	SEN2	S000004095
CAGL0G00748g		CAL0130177	YAR008W	SEN34	S000000066
CAGL0C03201g		CAL0127168	YLL040C	VPS13	S000003963
CAGL0F08151g		CAL0131114	YGR246C	BRF1	S000003478
CAGL0M01782g		CAL0136325	YBR080C	SEC18	S000000284
CAGL0I04246g	SUT1	CAL0132350	YGL162W	SUT1	S000003130
CAGL0M13783g		CAL0136737	YMR304W	UBP15	S000004920
CAGL0H06655g		CAL0130004	YIL153W	RRD1	S000001415
CAGL0L09042g		CAL0135094	YPL001W	HAT1	S000005922
CAGL0D06182g		CAL0128229	YGL044C	RNA15	S000003012
CAGL0F00561g		CAL0131128	YJR063W	RPA12	S000003824
CAGL0J10318g		CAL0129469	YNL078W	NIS1	S000005022
CAGL0A04213g		CAL0126849	YBL051C	PIN4	S000000147
CAGL0K01815g		CAL0134273	YDL017W	CDC7	S000002175
CAGL0J03344g		CAL0132798	YER082C	UTP7	S000000884
CAGL0E05566g		CAL0128752	YOR344C	TYE7	S000005871
CAGL0K07111g		CAL0134333	YBR233W-A	DAD3	S000007595
CAGL0J10164g	RPL16A	CAL0133306	YNL069C	RPL16B	S000005013
CAGL0D01078g		CAL0128245	YNL049C	SFB2	S000004994
CAGL0F03311g		CAL0131368	YHR082C	KSP1	S000001124
CAGL0J04620g		CAL0129781	YLR421C	RPN13	S000004413
CAGL0E04290g		CAL0128990	YML038C	YMD8	S000004502
CAGL0K10164g		CAL0133851	YDR077W	SED1	S000002484
CAGL0K06699g		CAL0134733	YBR214W	SDS24	S000000418
CAGL0I10428g		CAL0129971	YGR134W	CAF130	S000003366
CAGL0J10274g		CAL0132806	YNL076W	MKS1	S000005020
CAGL0K01639g		CAL0134031	YDL027C	YDL027C	S000002185
CAGL0I02486g	ENO1	CAL0130514	YHR174W	ENO2	S000001217
CAGL0F07579g	CWP1.2	CAL0131192	YKL096W	CWP1	S000001579
CAGL0G08778g		CAL0130809	YIL127C	RRT14	S000001389
CAGL0J07260g		CAL0133498	YOR370C	MRS6	S000005897
CAGL0I09922g		CAL0130352	YOR320C	GNT1	S000005847
CAGL0H09966g		CAL0129585	YBR047W	FMP23	S000000251
CAGL0D02200g		CAL0128345	YOR349W	CIN1	S000005876
CAGL0L02827g		CAL0135078	YOR208W	PTP2	S000005734
CAGL0M02013g		CAL0136891	YPL166W	ATG29	S000006087
CAGL0E01529g		CAL0128936	YOL136C	PFK27	S000005496
CAGL0L05830g		CAL0135390	YGL170C	SPO74	S000003138
CAGL0E01903g		CAL0128782	YOL125W	TRM13	S000005485
CAGL0J07392g	URE2	CAL0129812	YNL229C	URE2	S000005173
CAGL0M02431g	KES1	CAL0136995	YPL145C	KES1	S000006066
CAGL0I03344g		CAL0130127	YDL167C	NRP1	S000002326
CAGL0J03102g		CAL0133292	YER068W	MOT2	S000000870
CAGL0A03883g		CAL0126729	YLR204W	QRI5	S000004194
CAGL0K03113g		CAL0134541	YHL014C	YLF2	S000001006
CAGL0A02134g		CAL0126643	YHR017W	YSC83	S000001059
CAGL0J00913g		CAL0132850	YLR007W	NSE1	S000003997
CAGL0E04422g		CAL0128798	YHR012W	VPS29	S000001054
CAGL0K10428g		CAL0133855	YFR017C	IGD1	S000001913
CAGL0B00924g		CAL0127734	YCL029C	BIK1	S000000534
CAGL0I00682g		CAL0132394	YMR150C	IMP1	S000004758
CAGL0J04774g		CAL0133000	YLR426W	TDA5	S000004418
CAGL0B02816g		CAL0127036	YLR357W	RSC2	S000004349
CAGL0L11858g	CCA1	CAL0135620	YER168C	CCA1	S000000970
CAGL0K06391g		CAL0134075	YDR462W	MRPL28	S000002870
CAGL0I07953g		CAL0132288	YOL078W	AVO1	S000005438
CAGL0I09790g		CAL0132264	YOR310C	NOP58	S000005837
CAGL0D00858g		CAL0128283	YDL061C	RPS29B	S000002219
CAGL0J01914g		CAL0133606	YIR005W	IST3	S000001444
CAGL0M11638g		CAL0137317	YLR107W	REX3	S000004097
CAGL0E05324g		CAL0128678	YOR330C	MIP1	S000005857
CAGL0M08316g		CAL0136235	YKL171W	NNK1	S000001654
CAGL0L10406g	CYT1	CAL0136002	YOR065W	CYT1	S000005591
CAGL0L00649g		CAL0136172	YAL054C	ACS1	S000000050
CAGL0J06732g		CAL0133272	YML111W	BUL2	S000004579
CAGL0F00891g		CAL0131250	YOL047C	LDS2	S000005407
CAGL0M10373g		CAL0136255	YDR004W	RAD57	S000002411
CAGL0C03289g	YBT1	CAL0127212	YLL048C	YBT1	S000003971
CAGL0F01881g		CAL0130916	YLR053C	YLR053C	S000004043
CAGL0H00330g		CAL0131508	YLR454W	FMP27	S000004446
CAGL0I06116g		CAL0132092	YJL156C	SSY5	S000003692
CAGL0M02519g		CAL0137501	YPL141C	FRK1	S000006062
CAGL0H08910g		CAL0129862	YGL138C	YGL138C	S000003106
CAGL0G04697g		CAL0129640	YDR495C	VPS3	S000002903
CAGL0G06028g	ARO9	CAL0130515	YHR137W	ARO9	S000001179
CAGL0D04884g		CAL0128415	YPR137W	RRP9	S000006341
CAGL0F08855g		CAL0130908	YGR015C	YGR015C	S000003247
CAGL0E02497g		CAL0129088	YOL003C	PFA4	S000005363
CAGL0J04224g		CAL0133678	YFL016C	MDJ1	S000001878
CAGL0F04455g		CAL0131376	YBL040C	ERD2	S000000136
CAGL0B02860g		CAL0127044	YLR356W	ATG33	S000004348
CAGL0A02112g		CAL0126765	YHR019C	DED81	S000001061
CAGL0M02981g		CAL0136359	YMR278W	PRM15	S000004891
CAGL0K01067g		CAL0134943	YGR082W	TOM20	S000003314
CAGL0E04092g	SIT1	CAL0129016	YHL040C	ARN1	S000001032
CAGL0I04444g		CAL0132108	YAR015W	ADE1	S000000070
CAGL0H05621g	RLM1	CAL0131602	YPL089C	RLM1	S000006010
CAGL0H07887g		CAL0130108	YGL234W	ADE5,7	S000003203
CAGL0J03454g	HDA1	CAL0133390	YNL021W	HDA1	S000004966
CAGL0H05357g		CAL0129936	YPL074W	YTA6	S000005995
CAGL0J01309g		CAL0129577	YMR091C	NPL6	S000004697
CAGL0I09570g		CAL0132534	YGL130W	CEG1	S000003098
CAGL0C04389g		CAL0127264	YBL002W	HTB2	S000000098
CAGL0G03069g		CAL0137593	YGR093W	DRN1	S000003325
CAGL0E04444g		CAL0128598	YHR013C	ARD1	S000001055
CAGL0D03630g		CAL0127991	YPL228W	CET1	S000006149
