C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38
CAGL0H02563g		Predicted GPI-linked protein	9.85e-01	1.67e-02	3.44e-01	1.81e-01	-4.59e-01	9.35e-02	1.51e+00	2.97e-02	1.09e+00	3.79e-01	-1.30e+00	2.54e+00	0	0	0	1	MEMBRANE / CELL WALL	_	Others	CAGL0H02563g	NO	0	0	0	0	CAGL0H02563g	YMR251W-A	S000004864	YMR251W-A	HOR7	Protein of unknown function; overexpression suppresses Ca2+ sensitivity of mutants lacking inositol phosphorylceramide mannosyltransferases Csg1p and Csh1p; transcription is induced under hyperosmotic stress and repressed by alpha factor; HOR7 has a paralog, DDR2, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0H02585g		Ortholog(s) have glutamate decarboxylase activity and role in cellular response to oxidative stress, glutamate catabolic process	3.58e+00	2.11e-07	1.49e+00	9.92e-05	4.81e-01	3.40e-03	6.42e-01	2.16e-02	4.12e+00	1.88e+00	1.02e+00	1.01e+00	1	0	0	0	METABOLISM	NITROGEN METABOLISM	F1	CAGL0H02585g	OFF	UP	UP	0	0	CAGL0H02585g	YMR250W	S000004862	YMR250W	GAD1	Glutamate decarboxylase; converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress	-2.16e+00	1.04e-01	2.49e-01	4.30e-01
CAGL0H02893g		Has domain(s) with predicted deaminase activity and role in purine ribonucleoside monophosphate biosynthetic process	1.93e+00	3.26e-05	6.33e-01	8.71e-03	3.45e-01	1.88e-02	3.71e-01	9.06e-02	2.20e+00	7.59e-01	6.85e-01	5.40e-01	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0H02893g	OFF	UP	0	0	0	CAGL0H02893g	YJL070C	S000003606	YJL070C		Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; may regulate purine nucleotide homeostasis as overexpression in an AMD1 strain grown in adenine results in greatly reduced GDP and GTP intracellular levels; not an essential gene; YJL070C has a paralog, YBR284W, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0H02959g	TOS8	Ortholog(s) have chromatin binding activity, role in filamentous growth and nuclear chromatin localization	8.96e-01	4.71e-03	7.88e-01	2.05e-02	-1.43e+00	3.38e-05	-7.30e-01	2.14e-02	9.90e-01	9.62e-01	-3.70e+00	-1.39e+00	0	0	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0H02959g	OFF	0	0	DOWN	0	CAGL0H02959g	YGL096W	S000003064	YGL096W	TOS8	Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog, CUP9, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0H03179g		Ortholog(s) have protein-containing complex binding activity	1.32e-01	2.59e-01	3.82e-01	6.77e-02	3.60e-01	1.30e-02	1.48e+00	1.44e-04	9.68e-02	4.29e-01	7.22e-01	2.48e+00	0	0	0	1	REGULATION	OTHERS	F2	CAGL0H03179g	OFF	0	0	0	UP	CAGL0H03179g	YGL086W	S000003054	YGL086W	MAD1	Coiled-coil protein involved in spindle-assembly checkpoint; required for inhibition of karyopherin/importin Pse1p (aka Kap121p) upon spindle assembly checkpoint arrest; phosphorylated by Mps1p upon checkpoint activation which leads to inhibition of anaphase promoting complex activity; forms a complex with Mad2p; gene dosage imbalance between MAD1 and MAD2 leads to chromosome instability	 NA	 NA	 NA	 NA
CAGL0H03487g	AFT1	Putative RNA polymerase II transcription factor, involved in regulation of iron acquisition genes; required for growth under iron depletion	1.43e+00	1.50e-04	2.27e+00	3.94e-06	-1.42e+00	5.30e-05	-6.46e-01	1.00e-02	1.61e+00	2.90e+00	-3.67e+00	-1.24e+00	0	1	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0H03487g	Type I	UP	UP	DOWN	0	CAGL0H03487g	YGL071W	S000003039	YGL071W	AFT1	Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p, Grx4p, and Fra2p, and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog, AFT2, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress	 NA	 NA	 NA	 NA
CAGL0H03751g		Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific activity, role in positive regulation of transcription by RNA polymerase II and nuclear chromatin localization	-7.74e-01	8.74e-04	-3.39e-01	1.44e-01	-7.72e-01	5.53e-04	-3.61e-01	1.78e-01	-9.61e-01	-5.19e-01	-2.07e+00	-7.40e-01	0	0	-1	0	REGULATION	UNKNOWN	F2	CAGL0H03751g	OFF	0	0	DOWN	0	CAGL0H03751g	YLR176C	S000004166	YLR176C	RFX1	Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins	 NA	 NA	 NA	 NA
CAGL0H03795g	LEU2	3-isopropylmalate dehydrogenase	7.18e-01	2.73e-03	3.38e+00	4.83e-07	-2.89e-01	4.48e-02	8.91e-01	8.78e-03	7.82e-01	4.37e+00	-8.82e-01	1.45e+00	0	1	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0H03795g	OFF	0	UP	0	0	CAGL0H03795g	YCL018W	S000000523	YCL018W	LEU2	Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate	6.82e-01	1.17e-01	2.35e-01	1.78e-01
CAGL0H03993g		Ortholog(s) have citrate (Si)-synthase activity, role in acetyl-CoA catabolic process, citrate metabolic process, tricarboxylic acid cycle and mitochondrion localization	-1.32e+00	3.81e-04	-1.49e+00	1.79e-04	-2.50e-03	9.87e-01	9.99e-01	3.69e-03	-1.60e+00	-2.03e+00	-1.74e-01	1.64e+00	0	-1	0	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0H03993g	Type I	DOWN	DOWN	0	UP	CAGL0H03993g	YNR001C	S000005284	YNR001C	CIT1	Citrate synthase; catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein; CIT1 has a paralog, CIT2, that arose from the whole genome duplication	2.32e-02	9.38e-01	3.84e-03	9.73e-01
CAGL0H04037g		Ortholog(s) have heat shock protein binding, protein phosphatase regulator activity and role in glycogen metabolic process, meiotic cell cycle, mitotic spindle assembly checkpoint, response to heat	2.82e+00	7.02e-06	5.65e-01	2.03e-02	2.82e-01	2.55e-02	5.52e-01	2.39e-02	3.24e+00	6.70e-01	5.28e-01	8.57e-01	1	0	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0H04037g	OFF	UP	0	0	0	CAGL0H04037g	YOR178C	S000005704	YOR178C	GAC1	Regulatory subunit for Glc7p type-1 protein phosphatase (PP1); tethers Glc7p to Gsy2p glycogen synthase, binds Hsf1p heat shock transcription factor, required for induction of some HSF-regulated genes under heat shock; GAC1 has a paralog, PIG1, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0H04081g	ERG13	3-hydroxy-3-methylglutaryl coenzyme A synthase; protein abundance increased in ace2 mutant cells	-1.23e-01	4.75e-01	-4.22e-01	5.86e-02	-6.72e-01	1.66e-03	-1.91e+00	1.22e-04	-2.01e-01	-6.28e-01	-1.83e+00	-3.44e+00	0	0	0	-1	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0H04081g	OFF	0	0	DOWN	DOWN	CAGL0H04081g	YML126C	S000004595	YML126C	ERG13	3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis	-1.29e+00	2.36e-01	-3.13e-01	3.62e-02
CAGL0H04125g		Ortholog(s) have D-arabinono-1,4-lactone oxidase activity	1.40e+00	1.27e-03	1.62e-01	6.27e-01	5.83e-01	1.57e-02	1.85e+00	2.04e-04	1.58e+00	1.39e-01	1.27e+00	3.13e+00	0	0	0	1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0H04125g	Type II	UP	0	0	UP	CAGL0H04125g	YML086C	S000004551	YML086C	ALO1	D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone, which is protective against oxidative stress	5.05e-01	1.15e-01	-2.69e-01	5.26e-02
CAGL0H04191g		Ortholog(s) have proton-transporting ATP synthase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport, mitochondrial proton-transporting ATP synthase complex assembly, protein complex oligomerization	3.56e-01	2.77e-02	-7.58e-02	7.76e-01	1.04e+00	4.44e-05	6.52e-01	1.89e-02	3.60e-01	-1.73e-01	2.39e+00	1.03e+00	0	0	1	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0H04191g	OFF	0	0	UP	0	CAGL0H04191g	YML081C-A	S000007247	YML081C-A	ATP18	Subunit of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; termed subunit I or subunit j; does not correspond to known ATP synthase subunits in other organisms	-9.54e-02	8.95e-01	-3.32e-01	3.05e-02
CAGL0H04851g		Ortholog(s) have phosphatase activity, protein serine/threonine phosphatase activity and role in cellular protein localization, cellular sodium ion homeostasis, protein dephosphorylation	1.84e+00	2.00e-05	1.62e+00	2.01e-05	4.22e-01	6.80e-03	3.33e-01	2.08e-01	2.10e+00	2.06e+00	8.76e-01	4.75e-01	1	1	0	0	METABOLISM	OTHERS	F1	CAGL0H04851g	OFF	UP	UP	0	0	CAGL0H04851g	YML016C	S000004478	YML016C	PPZ1	Serine/threonine protein phosphatase Z, isoform of Ppz2p; involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance	 NA	 NA	 NA	 NA
CAGL0H04939g		Ortholog(s) have fructose 1,6-bisphosphate 1-phosphatase activity, role in gluconeogenesis, reactive oxygen species metabolic process and cytosol, periplasmic space localization	5.21e-01	9.61e-02	4.16e-01	1.52e-01	8.82e-01	2.02e-03	1.49e+00	1.06e-04	5.52e-01	4.74e-01	2.01e+00	2.50e+00	0	0	1	1	REDOX SIGNALING	METABOLISM	F3	CAGL0H04939g	OFF	0	0	UP	UP	CAGL0H04939g	YLR377C	S000004369	YLR377C	FBP1	Fructose-1,6-bisphosphatase; key regulatory enzyme in the gluconeogenesis pathway, required for glucose metabolism; undergoes either proteasome-mediated or autophagy-mediated degradation depending on growth conditions; glucose starvation results in redistribution to the periplasm; interacts with Vid30p	 NA	 NA	 NA	 NA
CAGL0H05137g		Ortholog(s) have aldehyde dehydrogenase [NAD(P)+] activity, role in NADPH regeneration, acetate biosynthetic process, response to salt stress and cytosol, mitochondrion localization	-1.00e+00	4.93e-02	1.78e-01	5.93e-01	-1.28e+00	3.46e-04	4.85e-01	1.00e-01	-1.23e+00	1.61e-01	-3.33e+00	7.40e-01	0	0	-1	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0H05137g	OFF	0	0	DOWN	0	CAGL0H05137g	YPL061W	S000005982	YPL061W	ALD6	Cytosolic aldehyde dehydrogenase; activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress	-5.70e-01	3.03e-01	-5.26e-01	7.74e-03
CAGL0H05445g	PGI1	Glucose-6-phosphate isomerase	1.77e+00	2.27e-05	1.18e+00	7.97e-04	8.77e-02	5.27e-01	3.12e-02	9.27e-01	2.01e+00	1.47e+00	4.91e-02	-5.40e-02	1	0	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0H05445g	OFF	UP	0	0	0	CAGL0H05445g	YBR196C	S000000400	YBR196C	PGI1	Glycolytic enzyme phosphoglucose isomerase; catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell cycle progression and completion of the gluconeogenic events of sporulation	-3.68e-01	4.12e-01	-7.07e-02	6.44e-01
CAGL0H05643g		Ortholog(s) have structural constituent of ribosome activity and role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-1.83e+00	4.23e-05	-9.41e-01	2.83e-03	-4.93e-01	8.52e-03	-5.20e-01	3.55e-02	-2.20e+00	-1.31e+00	-1.39e+00	-1.02e+00	-1	0	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0H05643g	OFF	DOWN	0	0	0	CAGL0H05643g	YPL090C	S000006011	YPL090C	RPS6A	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6A has a paralog, RPS6B, that arose from the whole genome duplication	2.49e-01	5.69e-01	-6.94e-01	4.63e-03
CAGL0H06545g		Ortholog(s) have role in autophagy of mitochondrion, mitochondria-nucleus signaling pathway and integral component of mitochondrial outer membrane localization	4.49e+00	2.15e-07	4.48e+00	9.55e-07	-1.30e-02	9.38e-01	-1.78e-01	6.49e-01	5.19e+00	5.82e+00	-2.00e-01	-4.20e-01	1	1	0	0	METABOLISM	MITOPHAGY	F1	CAGL0H06545g	OFF	UP	UP	0	0	CAGL0H06545g	YIL146C	S000001408	YIL146C	ATG32	Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane; regulates mitophagy and ethanol production during alcoholic fermentation	 NA	 NA	 NA	 NA
CAGL0H06699g		Ortholog(s) have glycerol-3-phosphate dehydrogenase (quinone) activity and role in NADH oxidation, glycerol metabolic process, replicative cell aging	5.36e-01	1.17e-01	-6.55e-01	2.60e-02	6.61e-01	3.29e-03	1.85e+00	8.30e-05	5.70e-01	-9.35e-01	1.46e+00	3.12e+00	0	0	0	1	REDOX SIGNALING	METABOLISM	F3	CAGL0H06699g	OFF	0	0	0	UP	CAGL0H06699g	YIL155C	S000001417	YIL155C	GUT2	Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner	1.49e+00	9.93e-03	1.89e-01	2.12e-01
CAGL0H06787g		Ortholog(s) have acetyl-CoA C-acyltransferase activity, mRNA binding activity, role in fatty acid beta-oxidation, icosanoid biosynthetic process and mitochondrial intermembrane space, peroxisomal matrix, peroxisome localization	1.11e+00	1.27e-04	9.37e-01	1.82e-03	2.57e+00	2.47e-06	2.28e+00	1.43e-05	1.24e+00	1.16e+00	6.19e+00	3.89e+00	0	0	1	1	REDOX SIGNALING	PEROXISOME	F3	CAGL0H06787g	OFF	0	0	UP	UP	CAGL0H06787g	YIL160C	S000001422	YIL160C	POT1	3-ketoacyl-CoA thiolase with broad chain length specificity; cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids	-2.02e-01	7.61e-01	2.23e-01	3.13e-01
CAGL0H07051g		Ortholog(s) have asparaginase activity and role in asparagine catabolic process	-9.79e-01	1.97e-03	-6.90e-01	7.43e-03	-3.86e-01	3.91e-03	-1.12e+00	6.42e-04	-1.20e+00	-9.81e-01	-1.12e+00	-2.07e+00	0	0	0	-1	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0H07051g	OFF	0	0	0	DOWN	CAGL0H07051g	YDR321W	S000002729	YDR321W	ASP1	Cytosolic L-asparaginase, involved in asparagine catabolism; catalyzes hydrolysis of L-asparagine to aspartic acid and ammonia; important enzyme for the treatment of acute lymphoblastic leukemia; has low glutaminase activity and dependence; synthesized constitutively	3.15e-01	4.96e-01	-3.05e-01	5.13e-02
CAGL0H07337g		Protein of unknown function	-2.06e-01	7.81e-01	-9.23e-01	6.45e-03	-1.63e+00	1.01e-03	-3.00e+00	1.90e-06	-2.97e-01	-1.29e+00	-4.21e+00	-5.35e+00	0	0	-1	-1	UNCLASSIFIED	_	Others	CAGL0H07337g	OFF	0	0	DOWN	DOWN	CAGL0H07337g	NO_ORTHO	CAL0131926	CAGL0H07337g		Protein of unknown function	 NA	 NA	 NA	 NA
CAGL0H07579g	HXK2	Putative hexokinase B	-2.01e+00	1.29e-05	-1.88e+00	1.85e-04	4.25e-01	2.61e-03	-8.49e-01	2.16e-02	-2.40e+00	-2.55e+00	8.82e-01	-1.59e+00	-1	-1	0	0	REGULATION	OTHERS	F2	CAGL0H07579g	OFF	DOWN	DOWN	0	0	CAGL0H07579g	YGL253W	S000003222	YGL253W	HXK2	Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1, GLK1, induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p, phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle, mitochondrial function, oxidative stress resistance, chronological lifespan; has paralog HXK1	-3.16e-01	5.03e-01	-9.76e-02	5.26e-01
CAGL0H07887g		Ortholog(s) have phosphoribosylamine-glycine ligase activity, phosphoribosylformylglycinamidine cyclo-ligase activity	1.27e-01	5.65e-01	5.76e-02	8.72e-01	1.43e+00	3.39e-04	6.42e-01	2.96e-02	9.20e-02	2.38e-03	3.37e+00	1.01e+00	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0H07887g	OFF	0	0	UP	0	CAGL0H07887g	YGL234W	S000003203	YGL234W	ADE5,7	Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities	6.61e-02	8.12e-01	-3.84e-02	7.53e-01
CAGL0H08063g		Ortholog(s) have 2,4-dienoyl-CoA reductase (NADPH) activity, role in ascospore formation, fatty acid catabolic process and peroxisomal matrix localization	1.07e+00	8.22e-05	9.02e-01	1.18e-03	1.07e+00	1.69e-04	2.79e-01	2.17e-01	1.19e+00	1.11e+00	2.47e+00	3.79e-01	0	0	1	0	REDOX SIGNALING	PEROXISOME	F3	CAGL0H08063g	OFF	0	0	UP	0	CAGL0H08063g	YNL202W	S000005146	YNL202W	SPS19	Peroxisomal 2,4-dienoyl-CoA reductase; auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate	 NA	 NA	 NA	 NA
CAGL0H08261g		Ortholog(s) have role in autophagy of mitochondrion	1.81e+00	1.38e-05	6.48e-01	7.56e-03	1.64e+00	2.86e-05	1.21e-01	6.19e-01	2.06e+00	7.79e-01	3.88e+00	1.03e-01	1	0	1	0	METABOLISM	UNKNOWN	F1	CAGL0H08261g	Type II	UP	0	UP	0	CAGL0H08261g	YOR019W	S000005545	YOR019W		Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YOR019W has a paralog, JIP4, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0H08541g		Ortholog(s) have DNA binding, bending activity	1.04e+00	1.42e-03	1.58e+00	3.48e-05	5.08e-01	9.09e-03	8.44e-01	4.95e-03	1.15e+00	2.01e+00	1.09e+00	1.37e+00	0	1	0	0	REGULATION	CHROMATIN CONFORMATION	F2	CAGL0H08541g	OFF	0	UP	0	0	CAGL0H08541g	YBR089C-A	S000002157	YBR089C-A	NHP6B	High-mobility group (HMG) protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Ap; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6B has a paralog, NHP6A, that arose from the whole genome duplication	1.11e+00	2.50e-02	4.78e-01	1.37e-02
CAGL0H08624g	MCM16	Ortholog(s) have role in chromosome segregation, establishment of mitotic sister chromatid cohesion and condensed nuclear chromosome kinetochore localization	4.52e-01	1.16e-02	-3.44e-01	6.15e-01	1.21e+00	1.01e-04	5.09e-01	4.56e-01	4.72e-01	-5.25e-01	2.83e+00	7.82e-01	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0H08624g	OFF	0	0	UP	0	CAGL0H08624g	YPR046W	S000006250	YPR046W	MCM16	Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3	 NA	 NA	 NA	 NA
CAGL0H08822g	MMT2	Ortholog(s) have role in cellular iron ion homeostasis and mitochondrion localization	-1.69e+00	2.23e-05	-7.51e-01	3.71e-03	-4.39e-01	4.00e-02	-4.13e-01	5.85e-02	-2.03e+00	-1.06e+00	-1.25e+00	-8.31e-01	-1	0	0	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0H08822g	OFF	DOWN	0	0	0	CAGL0H08822g	YMR177W	S000004789	YMR177W	MMT1	Putative metal transporter involved in mitochondrial iron accumulation; MMT1 has a paralog, MMT2, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0H08844g		Putative adhesin-like protein	3.19e+00	5.95e-07	3.20e+00	1.77e-07	-1.95e-01	1.91e-01	4.93e-01	6.18e-02	3.67e+00	4.13e+00	-6.48e-01	7.54e-01	1	1	0	0	STRESS RESPONSE	_	Others	CAGL0H08844g	OFF	UP	UP	0	0	CAGL0H08844g	YMR173W	S000004784	YMR173W	DDR48	DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress	8.76e-01	3.34e-01	2.16e+00	2.93e-03
CAGL0H09064g	FUR1	Putative uracil phosphoribosyltransferase	-4.91e-01	7.52e-02	-1.95e+00	3.23e-05	4.98e-01	1.48e-02	7.39e-01	7.63e-03	-6.30e-01	-2.64e+00	1.06e+00	1.18e+00	0	-1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0H09064g	OFF	0	DOWN	0	0	CAGL0H09064g	YHR128W	S000001170	YHR128W	FUR1	Uracil phosphoribosyltransferase; synthesizes UMP from uracil; involved in the pyrimidine salvage pathway	-1.41e-01	7.92e-01	-1.33e-01	3.12e-01
CAGL0H09460g		Ortholog(s) have long-chain fatty acid-CoA ligase activity, medium-chain fatty acid-CoA ligase activity, very long-chain fatty acid-CoA ligase activity and role in fatty acid metabolic process, long-chain fatty acid metabolic process	8.45e-01	1.15e-03	5.62e-01	9.82e-03	1.83e+00	1.19e-05	1.33e+00	1.90e-04	9.30e-01	6.66e-01	4.36e+00	2.22e+00	0	0	1	1	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0H09460g	OFF	0	0	UP	UP	CAGL0H09460g	YER015W	S000000817	YER015W	FAA2	Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains, C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon	-9.63e-01	2.80e-01	-5.42e-01	3.84e-01
CAGL0H09592g		Putative GPI-linked cell wall protein	3.96e+00	5.88e-06	2.65e+00	5.25e-05	-1.60e+00	6.06e-04	-2.48e+00	8.75e-05	4.57e+00	3.41e+00	-4.12e+00	-4.45e+00	1	1	-1	-1	STRESS RESPONSE	_	Others	CAGL0H09592g	Type I	UP	UP	DOWN	DOWN	CAGL0H09592g	YER011W	S000000813	YER011W	TIR1	Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins	 NA	 NA	 NA	 NA
CAGL0H09614g		Putative GPI-linked cell wall protein	3.92e+00	6.99e-06	2.76e+00	2.43e-05	-1.52e+00	3.46e-04	-2.30e+00	9.27e-05	4.53e+00	3.55e+00	-3.92e+00	-4.13e+00	1	1	-1	-1	STRESS RESPONSE	_	Others	CAGL0H09614g	Type I	UP	UP	DOWN	DOWN	CAGL0H09614g	YER011W	S000000813	YER011W	TIR1	Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins	 NA	 NA	 NA	 NA
CAGL0H09944g		Ortholog(s) have 2-alkenal reductase [NAD(P)] activity, NADPH:quinone reductase activity, mRNA 3'-UTR AU-rich region binding activity and role in cellular response to oxidative stress	1.27e+00	9.37e-05	1.97e+00	1.09e-05	-5.40e-01	1.50e-03	6.48e-02	7.88e-01	1.43e+00	2.52e+00	-1.50e+00	4.85e-03	0	1	0	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0H09944g	Type I	0	UP	DOWN	0	CAGL0H09944g	YBR046C	S000000250	YBR046C	ZTA1	NADPH-dependent quinone reductase; GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin	-4.07e+00	1.19e-03	8.26e-01	8.86e-03
CAGL0H09966g		Ortholog of S. cerevisiae : FMP23 and Saccharomyces cerevisiae S288C : YBR047W	4.32e+00	2.11e-07	4.29e+00	6.11e-08	-6.46e-01	1.46e-03	-2.90e-01	1.94e-01	4.99e+00	5.56e+00	-1.76e+00	-6.16e-01	1	1	0	0	UNCLASSIFIED	_	Others	CAGL0H09966g	Type I	UP	UP	DOWN	0	CAGL0H09966g	YBR047W	S000000251	YBR047W	FMP23	Putative protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	 NA	 NA	 NA	 NA
CAGL0H10010g		Protein of unknown function	2.73e+00	4.78e-05	1.52e+00	2.75e-04	5.06e-01	3.84e-02	7.13e-01	9.72e-02	3.14e+00	1.93e+00	1.08e+00	1.14e+00	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0H10010g	OFF	UP	UP	0	0	CAGL0H10010g	NO_ORTHO	CAL0131520	CAGL0H10010g		Protein of unknown function	 NA	 NA	 NA	 NA
CAGL0H10076g		Ortholog(s) have plasma membrane localization	-7.13e-02	7.30e-01	-2.39e+00	5.83e-06	8.97e-01	5.69e-05	-1.06e+00	1.09e-03	-1.40e-01	-3.22e+00	2.05e+00	-1.97e+00	0	-1	1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0H10076g	SWITCH	0	DOWN	UP	DOWN	CAGL0H10076g	YBR054W	S000000258	YBR054W	YRO2	Protein with a putative role in response to acid stress; null mutant is sensitive to acetic acid; transcription is regulated by Haa1p and induced in the presence of acetic acid; protein observed in plasma membrane foci in the presence of acetic acid; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies	-1.56e+00	2.06e-02	-1.35e+00	5.43e-04
